AAPL;AMZN
0.008493168049404254;0.005453110307906961
0.002545276944092123;0.006617191523600852
0.01350158726224926;0.0003464575993472607
0.016973151180781798;0.00468537307997785
0.0019631613779012014;0.012051188876309737
-0.002392082678415619;-0.0037094194838553918
0.001000235397077276;0.004613702111462281
-0.0020732888074830313;-0.00323017021179961
0.016186632542503965;0.0036317961416685307
0.0009501583975959349;-0.002116034804224398
0.01964609399816375;0.043506311073348236
-0.0003795297594963998;0.0005510284970480228
0.005917688048797665;-0.012328348051005023
0.007279939695488125;0.0005142195493741397
0.022559962182115534;0.026788603135409872
-0.009769756018623177;-0.012213330353824325
0.007936840578826043;0.014775886893687584
-0.004714164742559035;0.002089371939726803
0.015958083399287837;-0.007839303720199808
0.021018545610001382;0.0047877920092274096
0.002258124085646962;-0.009455155784895197
0.02113923754500391;0.004313214122831255
-0.01359505367359759;-0.01162555969525858
-0.004294895576919977;-0.003976959009211356
0.012448621695088313;0.008513469767797766
0.01101014856187188;-0.0070645081276898836
-0.006799971855695475;0.01452357856454789
0.003563264788306597;-0.0024024814619814094
0.00480437913472187;-0.001527028083385673
-0.0028862589291058782;-0.012247133547653277
-0.02984627025715536;-0.01804939487049939
0.027896564513072875;0.013532421888525548
0.020716402190282146;0.0025597858369543758
-0.0014501913131930166;0.006801389450791895
-0.04535167466249046;0.07119565886991719
-0.002750241679363441;-0.0022527344331653154
0.03248045967508428;0.022433812187514057
0.008121352999157061;-0.0047926885250184625
0.011628988659865946;0.005065894510809521
-0.013685807961353547;0.014069721579418548
0.004738135459254167;0.025934242450163403
-0.0060516345934660265;0.007883952173616926
0.023470250512038326;0.004268333040378991
-0.007146551342983365;-0.004700791991761655
0.000246393079036622;-0.007001619915233626
-0.01848033154300399;0.009695734076484719
0.01437884963067848;0.006726987536931794
-0.01031184953376929;-0.00791982192438212
-0.022895097461938185;-0.026892270076564806
-0.04866571313919721;-0.042234994122227754
-0.03445925691826268;-0.018358010889469867
0.015739232006625414;0.00346630090138067
-0.0676026448450493;-0.04933331023178589
-0.0005850921008967447;-0.000291954100876346
0.0890184583908269;0.036588468808849584
-0.03227468258691957;-0.023278638497808757
0.04534106091233525;0.034414239724960716
-0.032974768731824255;-0.026566581130196276
-0.01336916079337147;-0.011994571954325295
-0.08239514490563327;-0.05430189966417398
0.06954609699535741;0.04941381204609563
-0.035347906841471044;-0.03823039138147877
-0.10397772730834287;-0.08253501999173007
0.11315750457047447;0.06264452631284101
-0.13770813482809885;-0.05519295694913495
0.04303080619210231;0.06790728528996404
-0.024784510052123565;0.012183223280898048
-0.007691641224672807;0.027450397080877487
-0.06559024916382761;-0.018696493493786548
-0.021473065371088396;0.030272358155796653
0.09560591422844578;0.019397276958383003
-0.005523925330863655;-0.028366178697428523
0.05128514586586164;0.03626746956759064
-0.04228378920293974;-0.028734292907243386
0.028138219453823332;0.03305122298001262
-0.002042662710860732;-0.007271969001656053
-0.0540518746054266;-0.02178745513182534
0.016548988673892318;0.005817300029092642
-0.014475740756881628;-0.0063993141953213595
0.08364008805377399;0.046625148655404125
-0.011649914588296895;0.006988976325808416
0.02527266589635957;0.015488902656451309
0.0071901375561633785;-0.00011747642253912005
0.019437348587792336;0.059904509213055235
0.049269269171710484;0.051424205485502306
-0.009169311338378172;0.010612107119005287
0.007914323183396021;0.04263274242678783
-0.013661461056207358;-0.013877966170691813
-0.02097509672434228;0.0078052939887784945
-0.0313983093087451;-0.02774160620723176
0.02839665750540732;0.015078210828857408
-0.0038828725628734517;0.015100187977815871
0.028460566303026624;0.004478493413181184
0.000706647856496545;-0.014299615987606984
-0.016342215938087712;-0.026406167396397784
0.032317388211644094;0.02502051124305016
0.02087644284719037;0.041803528623244546
-0.016230123390366558;-0.07901519385058009
0.0140496694236667;0.013016157575810539
0.014897237701680055;0.0007812432892091437
0.010264428786739721;0.01433287784956594
0.010291778990975331;0.0069296940490843895
0.023522974558822796;0.005055600968991492
0.015612639179216181;0.012275069780357306
-0.01149396722654128;-0.02184333402727834
-0.012147510328411215;0.004643510068742529
0.0061245042080884105;0.00880021980095158
-0.005929712497146689;0.008723349711000417
0.02328791205860803;0.006815511918220274
-0.00579519511241422;0.009463568561415059
0.01926142241103257;0.01965181907693303
-0.007483345904537586;-0.020709846472815485
0.0064177051807075;-0.004038037798284044
-0.006796571635302229;-0.006182600124499338
0.004347692384987667;-0.004747368776967242
0.00043987005270729185;-0.003861509214097225
-0.0009743274516580414;0.017041920987769466
0.01222283680932712;0.011670203117975397
0.004618667458190728;0.0005542174374051356
0.005489879917243812;0.002419803378319152
-0.008649375367748569;-0.007207888945611529
0.02808295727069332;0.00906224419411572
0.005895002256087523;0.01640123287528894
0.03108974691729305;0.02997346146724844
0.025402131495167346;0.017754693261799126
-0.0492012451203685;-0.03438684358351107
0.008596592147824822;-0.005071534354776475
0.012291192963464148;0.010809614360354658
0.02615718583361648;0.016419219580659394
-0.0013927171441485697;0.009782702868715631
0.00039816720937402295;0.004910339725556767
-0.005731020607163018;0.00789272958206233
0.025827410713142207;0.014404139322334863
0.02112007171055641;0.01846993722467083
-0.01780956161392666;-0.010915201191203039
0.013188084315757465;0.0073530115890632075
-0.031207651018185345;-0.02265742637347934
0.02278513013231631;-0.004649051085152678
0.008312886646023365;0.0288445450603243
-0.0018932966377702698;0.042535709534481825
0.0;0.004021533468544725
0.026398828792142837;0.05608682046554936
-0.0031077509620072163;-0.018794813395492938
0.023023072736296335;0.02663762960673388
0.004291121433957379;0.03241790564801761
0.0017476719510769456;0.00544294762186226
-0.004623719603994658;-0.030459207484708983
0.016412838625923243;-0.006464146619888922
0.006853863264871585;-0.024662823761305575
-0.012381257960268677;-0.0029857097137391264
-0.0020222936872924535;-0.012724344614428063
0.02085484981584962;0.07630827178768662
-0.013897840424176522;-0.018484771360139263
0.002805231786854101;-0.012305027580204353
-0.04658472039568462;-0.037254159053842884
-0.002480368904716812;0.0074589663161628295
0.023423768451000804;0.015270459525146052
-0.016563949914282894;-0.018126008589064213
0.01898696391901833;0.011004658918150056
0.012027539497101891;0.006030788195564796
0.09956353044242583;0.03629416726762358
0.02488542730822907;-0.016821698910790772
0.006656000855613797;0.00861991978023724
0.003618004054604107;0.02087131593600411
0.034294409400539294;0.0062114904035901475
-0.022998198844376816;-0.01800295770247473
0.0144302711745814;-0.006111865278571216
-0.03019116882110673;-0.02167104683017307
0.032694105138950214;0.026133553710478097
0.017542627479364192;-0.0003858676430752439
-0.0008915863083256426;-0.004121076524494782
-0.0026142521637222416;0.010865053798132962
0.008298358652040427;0.04006142571418003
0.0012538486161846052;-0.015825751678253397
0.021947006439047456;0.011250798752483249
0.05024866019365426;-0.003843813102172078
0.011889180624403473;0.006899107933246995
-0.008237496677453215;0.01173152104226105
0.013507423587586054;0.028097113459272904
-0.012026337812901744;-0.012233714276460361
-0.0016213054466502896;0.0005292860293533153
0.03334990821133044;0.014347724234674786
0.03905968885963951;0.013859099914895978
-0.020935967538022737;0.009196995849242384
-0.08344786209913835;-0.047389441270201615
0.00066162215065102;-0.02202822575873853
-0.06966623505139324;-0.04493918482143222
0.03911157977761626;0.03701316515074282
-0.03319053901974112;-0.029022539704364192
-0.013215829042443339;-0.018721591793886105
0.029558753581172326;-0.0042610115376184865
0.0015591820322082839;0.016986848471873373
-0.02995794882675984;-0.025034001142588025
-0.0160923520668117;-0.022794498921314243
-0.032234193885350315;-0.018049892525231037
0.029875101174448915;0.0018798658213965425
0.01559355218989289;0.05536223603246704
-0.04285130251626601;-0.04214460892990424
0.010216560945663922;0.006621648759187693
0.036829494868052315;0.02464256514289609
0.023588462443992597;0.025178519733181304
-0.007596579768192058;-0.009232693998106
0.014963330129430297;0.0012234943760951467
0.008426554618866433;0.02277339966144254
-0.03281265484790641;-0.030338307207815163
0.030326406572655173;0.023466480099502363
-0.029088538564953303;-0.03151156770679009
0.016824956076449737;0.030413813037961646
-0.0009565210214601549;-0.001609677586747793
0.01724639170508624;0.029675448194364407
0.06158468044074894;0.046454053961458186
-0.02688558895687887;0.0002032803585958476
0.0007429107716410144;-0.023481593661509592
-0.003968562556490696;-0.007478015471027888
-0.014099473161701681;-0.01994812848396421
-0.025873754010075523;-0.020216987783962637
0.013105662387429717;0.003050971627601484
-0.0054611305829386225;-0.010018927628843599
-0.009629584766863708;-0.0026849828504023066
-0.006152823143874997;0.00877638558855054
8.695956449233933e-05;0.0008235706462524917
0.013382386670794943;0.024423058865941982
-0.04741892032994777;-0.03832006744850247
0.036380587809313525;0.015134135491591039
-0.05764815783630084;-0.05599529917541801
-0.0008272324882536708;-0.010485731675679233
0.01523686752022968;0.014515612794873789
0.04002486701229557;0.061311148920811576
0.0348782593726531;0.024635747888080317
-0.0011366861851147547;-0.0032049747635856107
-0.020170015970109034;-0.05194886558754774
-0.0030134686960909818;-0.03519515012909302
0.02990110977207472;0.033173189132213565
-0.002346087400058039;-0.008678446130888418
0.00041937565019445344;0.0059399955825529815
0.008682660131432485;0.000718864786255935
-0.0075931958435146996;0.0014680261327217892
-0.011456633664339577;-0.009677810231647044
0.0051549306363236624;0.003715583474582118
-0.011018020524379502;-0.005668910593684018
-0.030194010195960352;-0.00032592579225365625
0.011527574722047795;0.00632844527599552
0.0074395291504272265;0.021263255920306534
0.004814689329555755;0.003219237681962639
0.020880160443968343;-0.008580413483720406
0.03036176659338352;0.016293115764733912
0.002929162032687671;-0.0051528922744363825
-0.00113807844043734;-0.0052580294098092395
-0.005628330735580889;-0.007607131666453881
0.012195249118359897;-0.001449259045857687
0.005077968283131895;0.006089728665129357
-0.021125245747797727;-0.02327262699332877
0.011917559076274564;-0.0008733794744344436
-0.006757594746762408;0.004802244015731816
-0.005159964329512157;0.012927815511664775
0.048876101484479406;0.00257830903578693
-0.0005474885824945375;0.023678563566699395
0.006939248880797777;-0.0015068252493097845
-0.015977628055820148;-0.010696473496452086
0.012319122842022523;0.0014139046038721403
0.028066860265951732;0.00010606699004611642
-0.007000403180545511;-0.006649179075475686
0.0076825972557150735;-0.003957273911540327
0.03514111838799128;0.03447020933125877
-0.013404267823892368;0.01151701183800391
-0.008563332200844265;-0.010941611102202486
-0.0077324238607321405;-0.008840387185372833
-0.025029798186761987;-0.021821117625419717
0.012287744798689992;0.0099546272992459
-0.03424103146088431;-0.02521181669855288
0.033553954039645006;0.007548604719323393
0.008594195610797328;0.00647456721134354
-0.023523308354510775;-0.021754381835192405
-0.0013966348794864913;0.0021235211429999623
0.01609657777180118;0.014335165650269488
-0.015242760904983221;-0.012209821148356781
-0.013825704762458813;-0.007452221304372841
0.005412381188297566;0.005304424716246814
0.032327944558335986;0.044686867137579966
0.03600219933725146;0.013274974984696541
0.015946077548182558;-0.004473266368934858
0.027307555657562155;0.0005374909710447184
0.0016779309910210927;0.009706799008238676
-0.0077134999734704834;-0.028528826591493583
-0.035611830828459645;0.0015579239991847516
-0.03813870789031615;-0.00975210812722338
0.016385054557386702;0.04174625579179825
0.006316751920733665;0.011043033658975077
-0.007808741944395514;-0.02016345277556475
0.025431669850529914;0.005560302492179758
-0.0031029817247487657;0.006329342677988237
0.0010962368695865976;-0.008751986286707591
-0.006595294607346425;-0.005413442299174065
-0.00456894267146879;-0.005588939102334933
-0.0019221943589542434;-0.007467213869199796
0.0017744208050674004;0.0047646755799277685
-0.01623505596625119;-0.002676178421193498
-0.017801394992859265;0.012068378865386364
-0.008674021844648827;0.005903428923264897
0.0012326324543909806;-0.023816428691008085
-0.030251981072666467;-0.02151032553559773
-0.0011116739743064485;0.004316710007365998
-0.004060449551100298;-0.011007289428137668
-0.035401915482265345;-0.03293693994782565
0.0022291558470701744;0.011632487911604983
0.05245127940226357;0.017057430859614087
-0.02111502946891175;-0.016540224218433153
-0.02476051504004051;-0.02935847824991278
-0.015938255496011244;-0.009170013402339805
0.010681118728834704;0.0076580426434222915
-0.04256679454271062;-0.016299644843820182
0.03984525444934661;0.03687993455469485
-0.009208971826592638;-0.0017025454971708598
0.016368003364146233;0.018133088074160142
-0.007654665279184236;-0.007770403933079706
0.0241625182266354;-0.002531144940860486
0.012662365351575389;0.0032980056642326616
-0.006471388410431267;0.014089109307809267
-0.03449327269572322;-0.03496296577949565
-0.004490257424216715;0.015392850505653755
0.02794171630640463;0.011610587165657549
-0.0069125605510427235;0.008523836951868091
